MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
plinthe;plinthes;;
plioir;plioirs;;
plique;pliques;;
plissage;plissages;;
plissement;plissements;;
plisseur;plisseurs;plisseuse;plisseuses
plissure;plissures;;
plissé;plissés;;
pliure;pliures;;
plié;pliés;;
ploc;plocs;;
ploiement;ploiements;;
plomb;plombs;;
plombage;plombages;;
plombagine;plombagines;;
plombe;plombes;;
plomberie;plomberies;;
plombeur;plombeurs;plombeuse;plombeuses
plombier;plombiers;plombière;plombière
plombiste;plombistes;;
plombières;;;
plombure;plombures;;
plombée;plombées;;
plonge;plonges;;
plongement;plongements;;
plongeoir;plongeoirs;;
plongeon;plongeons;;
plongeur;plongeurs;plongeuse;plongeuses
plongée;plongées;;
plot;plots;;
plouc;ploucs;;
ploutocrate;ploutocrates;;
ploutocratie;ploutocraties;;
pluches;;;
pluie;pluies;;
plumage;plumages;;
plumail;plumails;;
plumaison;plumaisons;;
plumard;plumards;;
plumasseau;plumasseaux;;
plumasserie;plumasseries;;
plumassier;plumassiers;plumassière;plumassières
plume;plumes;;
plumeau;plumeaux;;
plumet;plumets;;
plumetis;;;
plumeté;plumetés;;
plumeur;plumeurs;plumeuse;plumeuses
plumier;plumiers;;
plumitif;plumitifs;plumitive;plumitives
plumule;plumules;;
plumée;plumées;;
pluralisation;pluralisations;;
pluralisme;pluralismes;;
pluralité;pluralités;;
pluridimensionnalité;pluridimensionnalités;;
pluriel;pluriels;;
plurilinguisme;plurilinguismes;;
plurivalence;plurivalences;;
plutonien;plutoniens;plutonienne;plutoniennes
plutonisme;plutonismes;;
plutonium;plutoniums;;
pluvial;pluviaux;;
pluvier;pluviers;;
pluviomètre;pluviomètres;;
pluviométrie;pluviométries;;
pluviosité;pluviosités;;
pluviôse;pluviôses;;
plâtrage;plâtrages;;
plâtras;;;
plâtre;plâtres;;
plâtrerie;plâtreries;;
plâtreur;plâtreurs;;
plâtrier;plâtriers;plâtrière;plâtrières
plèbe;plèbes;;
plèvre;plèvres;;
pléban;plébans;;
plébiscite;plébiscites;;
plébéianisme;plébéianismes;;
plébéien;plébéiens;plébéienne;plébéiennes
pléiade;pléiades;;
pléistocène;pléistocènes;;
plénipotentiaire;plénipotentiaires;;
plénitude;plénitudes;;
pléochroïsme;pléochroïsmes;;
pléonasme;pléonasmes;;
plérome;pléromes;;
plésiosaure;plésiosaures;;
pléthore;pléthores;;
pneu;pneus;;
pneuma;pneumas;;
pneumatique;pneumatiques;;
pneumatocèle;pneumatocèles;;
pneumatologie;pneumatologies;;
pneumatolyse;pneumatolyses;;
pneumocoque;pneumocoques;;
pneumogastrique;pneumogastriques;;
pneumologie;pneumologies;;
pneumonie;pneumonies;;
pneumonique;pneumoniques;;
pneumothorax;;;
pnyx;;;
poa;poas;;
pochade;pochades;;
pochage;pochages;;
pochard;pochards;pocharde;pochardes
pocharderie;pocharderies;;
pochardise;pochardises;;
poche;poches;;
pochette;pochettes;;
pochetée;pochetées;;
pocheur;pocheurs;;
pocheuse;pocheuses;;
pochoir;pochoirs;;
pochon;pochons;;
pochouse;pochouses;;
pochée;pochées;;
podagre;podagres;;
podaire;podaires;;
podestat;podestats;;
podium;podiums;;
podomètre;podomètres;;
podzol;podzols;;
podzolisation;podzolisations;;
poecile;poeciles;;
pogne;pognes;;
pognon;pognons;;
pogonophore;pogonophores;;
pogrom;pogroms;;
pogromiste;pogromistes;;
poids;;;
poignard;poignards;;
poigne;poignes;;
poignet;poignets;;
poignée;poignées;;
poil;poils;;
poilu;poilus;;
poincillade;poincillades;;
poing;poings;;
point;points;;
pointage;pointages;;
pointal;pointaux;;
pointe;pointes;;
pointeau;pointeaux;;
pointement;pointements;;
pointer;pointers;;
pointerolle;pointerolles;;
pointeur;pointeurs;pointeuse;pointeuses
pointillage;pointillages;;
pointille;pointilles;;
pointillement;pointillements;;
pointillerie;pointilleries;;
pointillisme;pointillismes;;
pointilliste;pointillistes;;
pointillé;pointillés;;
pointu;pointus;;
pointure;pointures;;
pointé;pointés;;
poinçon;poinçons;;
poinçonnage;poinçonnages;;
poinçonneur;poinçonneurs;poinçonneuse;poinçonneuses
poire;poires;;
poireau;poireaux;;
poirier;poiriers;;
poiré;poirés;poirée;poirées
pois;;;
poise;poises;;
poiseuille;poiseuilles;;
poison;poisons;;
poissard;poissards;poissarde;poissardes
poisse;poisses;;
poisson;poissons;;
poissonnerie;poissonneries;;
poissonnier;poissonniers;poissonnière;poissonnières
poitevin;poitevins;poitevine;poitevines
poitrail;poitrails;;
poitrinaire;poitrinaires;;
poitrine;poitrines;;
poitrinière;poitrinières;;
poivrade;poivrades;;
poivre;poivres;;
poivrier;poivriers;poivrière;poivrières
poivron;poivrons;;
poivrot;poivrots;poivrote;poivrotes
poix;;;
poker;pokers;;
polacre;polacres;;
polaque;polaques;;
polarimètre;polarimètres;;
polarimétrie;polarimétries;;
polarisabilité;polarisabilités;;
polarisateur;polarisateurs;;
polarisation;polarisations;;
polariseur;polariseurs;;
polarité;polarités;;
polarographe;polarographes;;
polarographie;polarographies;;
polaroïd;polaroïds;;
polatouche;polatouches;;
polder;polders;;
polenta;polentas;;
polhodie;polhodies;;
poli;polis;;
polianite;polianites;;
police;polices;;
policeman;policemans;;
polichinelle;polichinelles;;
policier;policiers;policière;policière
policlinique;policliniques;;
polignac;polignacs;;
poliomyélite;poliomyélites;;
poliomyélitique;poliomyélitiques;;
poliorcétique;poliorcétiques;;
polish;polishs;;
polissage;polissages;;
polisseur;polisseurs;polisseuse;polisseuses
polissoir;polissoirs;;
polissoire;polissoires;;
polisson;polissons;polissonne;polissonnes
polissonnerie;polissonneries;;
polissure;polissures;;
poliste;polistes;;
politbureau;politbureaux;;
politburo;politburos;;
politesse;politesses;;
politicaille;politicailles;;
politicaillerie;politicailleries;;
politicailleur;politicailleurs;politicailleuse;politicailleuses
politicard;politicards;politicarde;politicardes
politicien;politiciens;politicienne;politiciennes
politiquaillerie;politiquailleries;;
politiquailleur;politiquailleurs;;
politiquard;politiquards;politiquarde;politiquardes
politique;politiques;;
politiqueur;politiqueurs;;
politisation;politisations;;
politologie;politologies;;
politologue;politologues;;
poljé;poljés;;
polka;polkas;;
poll;polls;;
pollakiurie;pollakiuries;;
pollen;pollens;;
pollex;;;
pollicitation;pollicitations;;
pollinie;pollinies;;
pollinisateur;pollinisateurs;pollinisatrice;pollinisatrice
pollinisation;pollinisations;;
pollueur;pollueurs;pollueuse;pollueuses
pollution;pollutions;;
polo;polos;;
polochon;polochons;;
polonais;;polonaise;polonaises
polonium;poloniums;;
poltronnerie;poltronneries;;
polyamide;polyamides;;
polyandrie;polyandries;;
polyarthrite;polyarthrites;;
polychromie;polychromies;;
polychroïsme;polychroïsmes;;
polychètes;;;
polycopie;polycopies;;
polycopié;polycopiés;;
polyculture;polycultures;;
polydactyle;polydactyles;;
polydactylie;polydactylies;;
polyester;polyesters;;
polygala;polygalas;;
polygamie;polygamies;;
polyglottisme;polyglottismes;;
polygonacées;;;
polygone;polygones;;
polygonum;polygonums;;
polygraphe;polygraphes;;
polygraphie;polygraphies;;
polymathie;polymathies;;
polymorphisme;polymorphismes;;
polymère;polymères;;
polymérie;polyméries;;
polymérisation;polymérisations;;
polynie;polynies;;
polynésien;polynésiens;polynésienne;polynésiennes
polynévrite;polynévrites;;
polynôme;polynômes;;
polype;polypes;;
polypeptide;polypeptides;;
polyphage;polyphages;;
polyphagie;polyphagies;;
polyphonie;polyphonies;;
polyphoniste;polyphonistes;;
polypier;polypiers;;
polyploïdie;polyploïdies;;
polyploïdisation;polyploïdisations;;
polypode;polypodes;;
polypore;polypores;;
polypose;polyposes;;
polyptote;polyptotes;;
polyptyque;polyptyques;;
polyptère;polyptères;;
polysarcie;polysarcies;;
polysyndète;polysyndètes;;
polysémie;polysémies;;
polytechnicien;polytechniciens;polytechnicienne;polytechniciennes
polythéisme;polythéismes;;
polythéiste;polythéistes;;
polytonalité;polytonalités;;
polyurie;polyuries;;
polyvalence;polyvalences;;
polyvinyle;polyvinyles;;
polyèdre;polyèdres;;
polémarque;polémarques;;
polémique;polémiques;;
polémiste;polémistes;;
polémologie;polémologies;;
pomelo;pomelos;;
pomiculteur;pomiculteurs;pomicultrice;pomicultrices
pommade;pommades;;
pommadin;pommadins;;
pommard;pommards;;
pomme;pommes;;
pommeau;pommeaux;;
pommelle;pommelles;;
pommeraie;pommeraies;;
pommette;pommettes;;
pommier;pommiers;;
pomoerium;pomoeriums;;
pomologie;pomologies;;
pompadoura;pompadouras;;
pompage;pompages;;
pompe;pompes;;
pompier;pompiers;pompière;pompières
pompile;pompiles;;
pompiste;pompistes;;
pompiérisme;pompiérismes;;
pompon;pompons;;
pomponne;pomponnes;;
pompéien;pompéiens;pompéienne;pompéiennes
ponant;ponants;;
ponce;ponces;;
ponceau;ponceaux;;
poncette;poncettes;;
ponceur;ponceurs;ponceuse;ponceuses
poncho;ponchos;;
poncif;poncifs;;
poncire;poncires;;
poncirus;;;
ponction;ponctions;;
ponctualité;ponctualités;;
ponctuation;ponctuations;;
pondage;pondages;;
pondaison;pondaisons;;
pondeur;pondeurs;pondeuse;pondeuses
pondoir;pondoirs;;
pondérateur;pondérateurs;pondératrice;pondératrices
pondération;pondérations;;
poney;poneys;;
pongiste;pongistes;;
pongo;pongos;;
pongé;pongés;;
pont;ponts;ponte;pontes
pontage;pontages;;
pontet;pontets;;
pontien;pontiens;;
pontier;pontiers;pontière;pontières
pontife;pontifes;;
pontifical;pontificaux;;
pontificat;pontificats;;
pontil;pontils;;
ponton;pontons;;
pontonage;pontonages;;
pontonnier;pontonniers;pontonnière;pontonnières
pontuseau;pontuseaux;;
pontée;pontées;;
ponçage;ponçages;;
pool;pools;;
pope;popes;;
popeline;popelines;;
popine;popines;;
popote;popotes;;
popotin;popotins;;
populace;populaces;;
populacerie;populaceries;;
populage;populages;;
popularisation;popularisations;;
popularité;popularités;;
population;populations;;
populisme;populismes;;
populo;populos;;
populéum;populéums;;
poquet;poquets;;
porc;porcs;;
porcelaine;porcelaines;;
porcelainier;porcelainiers;porcelainière;porcelainières
porcelet;porcelets;;
porchaison;porchaisons;;
porche;porches;;
porcher;porchers;porchère;porchères
porcherie;porcheries;;
pore;pores;;
porion;porions;;
porisme;porismes;;
pornocratie;pornocraties;;
pornographe;pornographes;;
pornographie;pornographies;;
porosité;porosités;;
porphyre;porphyres;;
porphyrie;porphyries;;
porphyrine;porphyrines;;
porphyrisation;porphyrisations;;
porphyrite;porphyrites;;
porque;porques;;
porrection;porrections;;
porridge;porridges;;
port;ports;;
portage;portages;;
portail;portails;;
portance;portances;;
portant;portants;;
portatif;portatifs;;
porte;portes;;
porteballe;porteballes;;
portefaix;;;
portefeuille;portefeuilles;;
portemanteau;portemanteaux;;
portement;portements;;
portemine;portemines;;
porter;porters;;
porterie;porteries;;
porteur;porteurs;porteuse;porteuses
portier;portiers;portière;portières
portillon;portillons;;
portion;portions;;
portionnaire;portionnaires;;
portique;portiques;;
portland;portlands;;
porto;portos;;
portoir;portoirs;;
portor;portors;;
portrait;portraits;;
portraitiste;portraitistes;;
portraiture;portraitures;;
portugais;;portugaise;portugaises
portulan;portulans;;
porté;portés;;
portée;portées;;
posada;posadas;;
posage;posages;;
pose;poses;;
posemètre;posemètres;;
poseur;poseurs;poseuse;poseuses
posidonie;posidonies;;
positif;positifs;;
position;positions;;
positionnement;positionnements;;
positionneuse;positionneuses;;
positionniste;positionnistes;;
positivisme;positivismes;;
positiviste;positivistes;;
positivité;positivités;;
positon;positons;;
posologie;posologies;;
possesseur;possesseurs;;
possession;possessions;;
possessivité;possessivités;;
possessoire;possessoires;;
possibilité;possibilités;;
possible;possibles;;
possédant;possédants;possédante;possédantes
possédé;possédés;possédée;possédées
postcommunion;postcommunions;;
postdate;postdates;;
poste;postes;;
poster;posters;;
postface;postfaces;;
posthite;posthites;;
postiche;postiches;;
posticheur;posticheurs;posticheuse;posticheuses
postier;postiers;postière;postières
postillon;postillons;;
postlude;postludes;;
postposition;postpositions;;
postulant;postulants;postulante;postulantes
postulat;postulats;;
postulation;postulations;;
posture;postures;;
postérieur;postérieurs;;
postériorité;postériorités;;
postérité;postérités;;
posé;posés;posée;posées
pot;pots;;
potache;potaches;;
potage;potages;;
potager;potagers;;
potamogéton;potamogétons;;
potard;potards;;
potasse;potasses;;
potasseur;potasseurs;potasseuse;potasseuses
potassium;potassiums;;
potation;potations;;
pote;potes;;
poteau;poteaux;;
potelet;potelets;;
potence;potences;;
potentat;potentats;;
potentialisation;potentialisations;;
potentialité;potentialités;;
potentiel;potentiels;;
potentille;potentilles;;
potentiomètre;potentiomètres;;
potentiométrie;potentiométries;;
poterie;poteries;;
poterne;poternes;;
potiche;potiches;;
potier;potiers;potière;potière
potin;potins;;
potinage;potinages;;
potinier;potiniers;potinière;potinières
potion;potions;;
potiron;potirons;;
potlatch;potlatchs;;
potomanie;potomanies;;
potto;pottos;;
potée;potées;;
pou;poux;;
pouacre;pouacres;;
poubelle;poubelles;;
pouce;pouces;;
poucet;poucets;;
poucettes;;;
poucier;pouciers;;
poudingue;poudingues;;
poudrage;poudrages;;
poudre;poudres;;
poudrerie;poudreries;;
poudrette;poudrettes;;
poudreux;;poudreuse;poudreuses
poudrier;poudriers;;
poudrin;poudrins;;
poudrière;poudrières;;
poudroiement;poudroiements;;
pouf;poufs;;
pouffement;pouffements;;
pouffiasse;pouffiasses;;
pouhon;pouhons;;
pouillard;pouillards;;
pouillerie;pouilleries;;
pouilles;;;
pouillot;pouillots;;
pouillouse;pouillouses;;
pouillé;pouillés;;
poujadisme;poujadismes;;
poujadiste;poujadistes;;
poulaille;poulailles;;
poulailler;poulaillers;;
poulain;poulains;poulaine;poulaines
poulard;poulards;;
poularde;poulardes;;
poulbot;poulbots;;
poule;poules;;
poulet;poulets;poulette;poulettes
pouliche;pouliches;;
poulie;poulies;;
poulier;pouliers;;
poulinière;poulinières;;
pouliot;pouliots;;
poulot;poulots;poulotte;poulottes
poulpe;poulpes;;
pouls;;;
poumon;poumons;;
pound;pounds;;
poupard;poupards;pouparde;poupardes
poupart;pouparts;;
poupe;poupes;;
poupelin;poupelins;;
poupon;poupons;;
pouponnage;pouponnages;;
pouponnière;pouponnières;;
poupée;poupées;;
pourboire;pourboires;;
pourceau;pourceaux;;
pourcentage;pourcentages;;
pourchas;;;
pourchasseur;pourchasseurs;pourchasseuse;pourchasseuses
pourfendeur;pourfendeurs;pourfendeuse;pourfendeuses
pourparler;pourparlers;;
pourparlers;;;
pourpier;pourpiers;;
pourpoint;pourpoints;;
pourpre;pourpres;;
pourprier;pourpriers;;
pourprin;pourprins;;
pourpris;;;
pourri;pourris;pourrie;pourries
pourridié;pourridiés;;
pourrissage;pourrissages;;
pourrissement;pourrissements;;
pourrisseur;pourrisseurs;pourrisseuse;pourrisseuses
pourrissoir;pourrissoirs;;
pourriture;pourritures;;
poursuite;poursuites;;
poursuiteur;poursuiteurs;poursuiteuse;poursuiteuses
poursuivant;poursuivants;poursuivante;poursuivantes
poursuiveur;poursuiveurs;poursuiveuse;poursuiveuse
pourtour;pourtours;;
pourvoi;pourvois;;
pourvoirie;pourvoiries;;
pourvoyeur;pourvoyeurs;pourvoyeuse;pourvoyeuses
pourânas;;;
poussa;poussas;;
pousse;pousses;;
poussette;poussettes;;
pousseur;pousseurs;pousseuse;pousseuses
poussier;poussiers;;
poussin;poussins;poussine;poussines
poussinière;poussinières;;
poussière;poussières;;
poussoir;poussoirs;;
poussée;poussées;;
poutre;poutres;;
poutrelle;poutrelles;;
pouvoir;pouvoirs;;
pouzzolane;pouzzolanes;;
poème;poèmes;;
poète;poètes;poétesse;poétesses
poésie;poésies;;
poétaillon;poétaillons;;
poétastre;poétastres;;
poétereau;poétereaux;;
poétique;poétiques;;
poêlage;poêlages;;
poêle;poêles;;
poêlerie;poêleries;;
poêlette;poêlettes;;
poêlier;poêliers;poêlière;poêlières
poêlon;poêlons;;
poêlonnée;poêlonnées;;
poêlée;poêlées;;
pracrit;pracrits;;
praesidium;praesidiums;;
pragmatisme;pragmatismes;;
pragmatiste;pragmatistes;;
praire;praires;;
prairial;prairials;;
prairie;prairies;;
prakrit;prakrits;;
pralin;pralins;;
praline;pralines;;
praliné;pralinés;;
prame;prames;;
prao;praos;;
prase;prases;;
praséodyme;praséodymes;;
pratelle;pratelles;;
praticabilité;praticabilités;;
praticien;praticiens;praticienne;praticiennes
pratiquant;pratiquants;pratiquante;pratiquantes
pratique;pratiques;;
praxie;praxies;;
praxinoscope;praxinoscopes;;
praxis;;;
praxéologie;praxéologies;;
premier;premiers;première;premières
preneur;preneurs;preneuse;preneuses
presbyte;presbytes;;
presbyterium;presbyteriums;;
presbytie;presbyties;;
presbytère;presbytères;;
presbytérat;presbytérats;;
presbytérianisme;presbytérianismes;;
presbytérien;presbytériens;presbytérienne;presbytériennes
prescience;presciences;;
prescription;prescriptions;;
presqu'île;presqu'îles;;
pressage;pressages;;
presse;presses;;
pressement;pressements;;
pressentiment;pressentiments;;
presseur;presseurs;presseuse;presseuses
pressier;pressiers;pressière;pressières
pressing;pressings;;
pression;pressions;;
pressoir;pressoirs;;
pressurage;pressurages;;
pressureur;pressureurs;pressureuse;pressureuse
prestance;prestances;;
prestant;prestants;;
prestataire;prestataires;;
prestation;prestations;;
prestesse;prestesses;;
prestidigitateur;prestidigitateurs;prestidigitatrice;prestidigitatrices
prestidigitation;prestidigitations;;
prestige;prestiges;;
prestimonie;prestimonies;;
prestissimo;prestissimos;;
prestolet;prestolets;;
pretentaine;pretentaines;;
pretintaille;pretintailles;;
preuve;preuves;;
preux;;;
priant;priants;priante;priantes
priape;priapes;;
priapisme;priapismes;;
priapée;priapées;;
prieur;prieurs;prieure;prieures
prieuré;prieurés;;
prieuse;prieuses;;
primage;primages;;
primarisation;primarisations;;
primarisme;primarismes;;
primarité;primarités;;
primat;primats;;
primate;primates;;
primatial;primatiaux;primatiale;primatiales
primatie;primaties;;
primauté;primautés;;
prime;primes;;
primerose;primeroses;;
primesaut;primesauts;;
primesautier;primesautiers;primesautière;primesautières
primeur;primeurs;;
primeuriste;primeuristes;;
primevère;primevères;;
primicier;primiciers;;
primipare;primipares;;
primiparité;primiparités;;
primipilaire;primipilaires;;
primitivisme;primitivismes;;
primitivité;primitivités;;
primogéniture;primogénitures;;
primulacées;;;
prince;princes;princesse;princesses
princeps;;;
princerie;princeries;;
principal;principaux;principale;principales
principalat;principalats;;
principat;principats;;
principauté;principautés;;
principe;principes;;
principicule;principicules;;
printemps;;;
priodonte;priodontes;;
prione;priones;;
priorité;priorités;;
prise;prises;;
priseur;priseurs;priseuse;priseuses
prisme;prismes;;
prison;prisons;;
prisonnier;prisonniers;prisonnière;prisonnières
prisée;prisées;;
privance;privances;;
privation;privations;;
privatisation;privatisations;;
privauté;privautés;;
privilège;privilèges;;
privilégié;privilégiés;privilégiée;privilégiées
privé;privés;privée;privées
prix;;;
prière;prières;;
probabilisme;probabilismes;;
probabiliste;probabilistes;;
probabilité;probabilités;;
probable;probables;;
probation;probations;;
probité;probités;;
problème;problèmes;;
problématique;problématiques;;
proboscide;proboscides;;
proboscidien;proboscidiens;;
procellaria;procellarias;;
processeur;processeurs;;
procession;processions;;
processionnaire;processionnaires;;
processionnal;processionnaux;;
processus;;;
prochain;prochains;prochaine;prochaines
procillon;procillons;;
proclamateur;proclamateurs;proclamatrice;proclamatrices
proclamation;proclamations;;
proclitique;proclitiques;;
proconsul;proconsuls;;
proconsulat;proconsulats;;
procrastination;procrastinations;;
procréation;procréations;;
procurateur;procurateurs;procuratrice;procuratrice
procuratie;procuraties;;
procuration;procurations;;
procure;procures;;
procureur;procureurs;procureuse;procureuses
procès;;;
procédure;procédures;;
procédurier;procéduriers;procédurière;procédurières
procédé;procédés;;
prodigalité;prodigalités;;
prodige;prodiges;;
prodition;proditions;;
prodrome;prodromes;;
producteur;producteurs;productrice;productrices
productibilité;productibilités;;
production;productions;;
productivité;productivités;;
produit;produits;;
prof;profs;;
profanateur;profanateurs;profanatrice;profanatrices
profanation;profanations;;
profane;profanes;;
profès;;professe;professes
professeur;professeurs;professeure;professeures
profession;professions;;
professionnalisation;professionnalisations;;
professionnalisme;professionnalismes;;
professionnel;professionnels;professionnelle;professionnelles
professorat;professorats;;
profil;profils;;
profilage;profilages;;
profileur;profileurs;profileuse;profileuses
profilé;profilés;;
profit;profits;;
profiterole;profiteroles;;
profiteur;profiteurs;profiteuse;profiteuses
profond;profonds;profonde;profondes
profondeur;profondeurs;;
profusion;profusions;;
profération;proférations;;
progestérone;progestérones;;
progiciel;progiciels;;
prognathisme;prognathismes;;
programmateur;programmateurs;programmatrice;programmatrices
programmation;programmations;;
programme;programmes;;
programmeur;programmeurs;programmeuse;programmeuse
progression;progressions;;
progressisme;progressismes;;
progressiste;progressistes;;
progressivité;progressivités;;
progrès;;;
progéniteur;progéniteurs;progénitrice;progénitrice
progéniture;progénitures;;
prohibition;prohibitions;;
prohibitionniste;prohibitionnistes;;
proie;proies;;
projecteur;projecteurs;;
projectile;projectiles;;
projection;projections;;
projectionniste;projectionnistes;;
projecture;projectures;;
projet;projets;;
projetante;projetantes;;
projeteur;projeteurs;projeteuse;projeteuses
prolan;prolans;;
prolapsus;;;
prolepse;prolepses;;
prolification;prolifications;;
prolificité;prolificités;;
prolifération;proliférations;;
prolixité;prolixités;;
prologue;prologues;;
prolongateur;prolongateurs;;
prolongation;prolongations;;
prolonge;prolonges;;
prolongement;prolongements;;
prolégat;prolégats;;
prolégomènes;;;
prolétaire;prolétaires;;
prolétariat;prolétariats;;
prolétarisation;prolétarisations;;
promenade;promenades;;
promeneur;promeneurs;promeneuse;promeneuses
promenoir;promenoirs;;
promesse;promesses;;
promis;;promise;promises
promiscuité;promiscuités;;
promission;promissions;;
promontoire;promontoires;;
promoteur;promoteurs;promotrice;promotrices
promotion;promotions;;
prompteur;prompteurs;;
promptitude;promptitudes;;
promptuaire;promptuaires;;
promulgateur;promulgateurs;promulgatrice;promulgatrices
promulgation;promulgations;;
promérops;;;
pronaos;;;
pronateur;pronateurs;;
pronation;pronations;;
pronom;pronoms;;
pronominal;pronominaux;pronominale;pronominales
prononciation;prononciations;;
prononcé;prononcés;;
pronostic;pronostics;;
pronostication;pronostications;;
pronostiqueur;pronostiqueurs;pronostiqueuse;pronostiqueuses
pronunciamento;pronunciamentos;;
propagande;propagandes;;
propagandiste;propagandistes;;
propagateur;propagateurs;propagatrice;propagatrices
propagation;propagations;;
propagule;propagules;;
propane;propanes;;
propanier;propaniers;;
proparoxyton;proparoxytons;;
propension;propensions;;
propergol;propergols;;
prophylaxie;prophylaxies;;
prophète;prophètes;prophétesse;prophétesses
prophétie;prophéties;;
prophétisme;prophétismes;;
propitiation;propitiations;;
propitiatoire;propitiatoires;;
propolis;;;
proportion;proportions;;
proportionnalité;proportionnalités;;
propos;;;
proposant;proposants;proposante;proposantes
proposition;propositions;;
propre;propres;;
propreté;propretés;;
proprio;proprios;propriote;propriotes
propriocepteur;propriocepteurs;;
propriétaire;propriétaires;;
propriété;propriétés;;
propréteur;propréteurs;;
propulseur;propulseurs;;
propulsif;propulsifs;;
propulsion;propulsions;;
propyle;propyles;;
propylène;propylènes;;
propylée;propylées;;
propédeutique;propédeutiques;;
propérispomène;propérispomènes;;
proquesteur;proquesteurs;;
prorata;proratas;;
prorogation;prorogations;;
prosateur;prosateurs;prosatrice;prosatrices
prosaïsme;prosaïsmes;;
prosaïste;prosaïstes;;
proscenium;prosceniums;;
proscripteur;proscripteurs;proscriptrice;proscriptrices
proscription;proscriptions;;
proscrit;proscrits;proscrite;proscrites
prose;proses;;
prosecteur;prosecteurs;prosectrice;prosectrices
prosectorat;prosectorats;;
proseuque;proseuques;;
prosobranche;prosobranches;;
prosodie;prosodies;;
prosodiste;prosodistes;;
prosopis;;;
prosopopée;prosopopées;;
prospect;prospects;;
prospecteur;prospecteurs;prospectrice;prospectrices
prospection;prospections;;
prospective;prospectives;;
prospectus;;;
prospérité;prospérités;;
prostate;prostates;;
prostatite;prostatites;;
prosternation;prosternations;;
prosternement;prosternements;;
prosthèse;prosthèses;;
prostibule;prostibules;;
prostitueur;prostitueurs;;
prostituteur;prostituteurs;;
prostitution;prostitutions;;
prostitué;prostitués;prostituée;prostituées
prostration;prostrations;;
prostyle;prostyles;;
prosélyte;prosélytes;;
prosélytisme;prosélytismes;;
protagoniste;protagonistes;;
protase;protases;;
prote;protes;;
protecteur;protecteurs;protectrice;protectrices
protection;protections;;
protectionnisme;protectionnismes;;
protectionniste;protectionnistes;;
protectorat;protectorats;;
protension;protensions;;
protestant;protestants;protestante;protestantes
protestantisme;protestantismes;;
protestataire;protestataires;;
protestation;protestations;;
proteus;;;
prothalle;prothalles;;
prothèse;prothèses;;
prothésiste;prothésistes;;
protide;protides;;
protiste;protistes;;
protocole;protocoles;;
protohistoire;protohistoires;;
protomé;protomés;;
proton;protons;;
protonotaire;protonotaires;;
protoplasma;protoplasmas;;
prototype;prototypes;;
protoxyde;protoxydes;;
protozoaire;protozoaires;;
protracteur;protracteurs;;
protraction;protractions;;
protrusion;protrusions;;
protubérance;protubérances;;
protuteur;protuteurs;protutrice;protutrices
protèle;protèles;;
protéase;protéases;;
protée;protées;;
protégé;protégés;protégée;protégées
protéide;protéides;;
protéine;protéines;;
protéisme;protéismes;;
protéolyse;protéolyses;;
protéose;protéoses;;
protêt;protêts;;
proudhonien;proudhoniens;proudhonienne;proudhoniennes
proue;proues;;
prouesse;prouesses;;
prouveur;prouveurs;;
provenance;provenances;;
provende;provendes;;
provençal;provençaux;provençale;provençales
provençalisme;provençalismes;;
proverbe;proverbes;;
providence;providences;;
providentialisme;providentialismes;;
providentialité;providentialités;;
provignage;provignages;;
provignement;provignements;;
provin;provins;;
province;provinces;;
provincial;provinciaux;provinciale;provinciales
provincialisme;provincialismes;;
provincialité;provincialités;;
proviseur;proviseurs;proviseure;proviseures
provision;provisions;;
provisorat;provisorats;;
provitamine;provitamines;;
provocateur;provocateurs;provocatrice;provocatrices
provocation;provocations;;
provéditeur;provéditeurs;provéditrice;provéditrices
proximité;proximités;;
proxène;proxènes;;
proxémie;proxémies;;
proxémique;proxémiques;;
proxénète;proxénètes;;
proxénétisme;proxénétismes;;
proyer;proyers;;
proèdre;proèdres;;
proéminence;proéminences;;
pruche;pruches;;
prud'homie;prud'homies;;
prude;prudes;;
prudence;prudences;;
prudent;prudents;prudente;prudentes
pruderie;pruderies;;
prudhommerie;prudhommeries;;
pruine;pruines;;
prune;prunes;;
pruneau;pruneaux;;
prunelaie;prunelaies;;
prunelle;prunelles;;
prunellier;prunelliers;;
prunier;pruniers;;
prunus;;;
prurigo;prurigos;;
prurit;prurits;;
prussianisme;prussianismes;;
prussiate;prussiates;;
prussien;prussiens;prussienne;prussiennes
prytane;prytanes;;
prytanée;prytanées;;
prèle;prèles;;
pré;prés;;
préadamisme;préadamismes;;
préadamite;préadamites;;
préadaptation;préadaptations;;
préalable;préalables;;
préambule;préambules;;
préau;préaux;;
préavis;;;
prébende;prébendes;;
prébendier;prébendiers;prébendière;prébendières
précambrien;précambriens;;
précarité;précarités;;
précatif;précatifs;;
précaution;précautions;;
préceinte;préceintes;;
précelle;précelles;;
précellence;précellences;;
précepte;préceptes;;
précepteur;précepteurs;préceptrice;préceptrice
préceptorat;préceptorats;;
précession;précessions;;
préchantre;préchantres;;
préchauffage;préchauffages;;
préchauffeur;préchauffeurs;;
précieux;;précieuse;précieuses
préciosité;préciosités;;
précipice;précipices;;
précipitation;précipitations;;
précipitine;précipitines;;
précipité;précipités;précipitée;précipitées
préciput;préciputs;;
précis;;;
précision;précisions;;
précisionniste;précisionnistes;;
précocité;précocités;;
précombustion;précombustions;;
